date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:27:45	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2026%20Nov%202023%2005:27:44%20GMT	https://web.archive.org/web/20220914010754cs_/http://proofofmemes.org/wp-content/themes/cryptlight/assets/libs/ovaicon/font/ovaicon.css	C:/Users/Dream/Desktop/pom/web.archive.org/web/20220914010754cs_/http_/proofofmemes.org/wp-content/themes/cryptlight/assets/libs/ovaicon/font/ovaicon.css	(from https://web.archive.org/web/20220914010754/https://www.proofofmemes.org/)
00:27:45	8561/8561	---MCZ	200	added ('OK')	text/css	date:Sun,%2026%20Nov%202023%2005:27:45%20GMT	https://web.archive.org/web/20220914022206cs_/http://proofofmemes.org/wp-content/themes/cryptlight/assets/libs/ovaicon/font/ovaicon.css	C:/Users/Dream/Desktop/pom/web.archive.org/web/20220914022206cs_/http_/proofofmemes.org/wp-content/themes/cryptlight/assets/libs/ovaicon/font/ovaicon.css	(from https://web.archive.org/web/20220914010754/https://www.proofofmemes.org/)
00:27:45	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2026%20Nov%202023%2005:27:45%20GMT	https://web.archive.org/web/20220914010754cs_/http://proofofmemes.org/wp-content/themes/cryptlight/assets/libs/icons/icons.css	C:/Users/Dream/Desktop/pom/web.archive.org/web/20220914010754cs_/http_/proofofmemes.org/wp-content/themes/cryptlight/assets/libs/icons/icons.css	(from https://web.archive.org/web/20220914010754/https://www.proofofmemes.org/)
00:27:46	6624/6624	---MCZ	200	added ('OK')	text/css	date:Sun,%2026%20Nov%202023%2005:27:45%20GMT	https://web.archive.org/web/20220914014758cs_/http://proofofmemes.org/wp-content/themes/cryptlight/assets/libs/icons/icons.css	C:/Users/Dream/Desktop/pom/web.archive.org/web/20220914014758cs_/http_/proofofmemes.org/wp-content/themes/cryptlight/assets/libs/icons/icons.css	(from https://web.archive.org/web/20220914010754/https://www.proofofmemes.org/)
00:27:46	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2026%20Nov%202023%2005:27:45%20GMT	https://web.archive.org/web/20220914010754cs_/http://proofofmemes.org/wp-content/themes/cryptlight/assets/libs/iconly/css/style.css	C:/Users/Dream/Desktop/pom/web.archive.org/web/20220914010754cs_/http_/proofofmemes.org/wp-content/themes/cryptlight/assets/libs/iconly/css/style.css	(from https://web.archive.org/web/20220914010754/https://www.proofofmemes.org/)
00:27:46	29220/29220	---MCZ	200	added ('OK')	text/css	date:Sun,%2026%20Nov%202023%2005:27:45%20GMT	https://web.archive.org/web/20220914022202cs_/http://proofofmemes.org/wp-content/themes/cryptlight/assets/libs/iconly/css/style.css	C:/Users/Dream/Desktop/pom/web.archive.org/web/20220914022202cs_/http_/proofofmemes.org/wp-content/themes/cryptlight/assets/libs/iconly/css/style.css	(from https://web.archive.org/web/20220914010754/https://www.proofofmemes.org/)
00:27:46	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2026%20Nov%202023%2005:27:46%20GMT	https://web.archive.org/web/20220914010754cs_/http://proofofmemes.org/wp-content/themes/cryptlight/assets/libs/icomoon/style.css	C:/Users/Dream/Desktop/pom/web.archive.org/web/20220914010754cs_/http_/proofofmemes.org/wp-content/themes/cryptlight/assets/libs/icomoon/style.css	(from https://web.archive.org/web/20220914010754/https://www.proofofmemes.org/)
00:27:46	2833/2833	---MCZ	200	added ('OK')	text/css	date:Sun,%2026%20Nov%202023%2005:27:46%20GMT	https://web.archive.org/web/20220914014813cs_/http://proofofmemes.org/wp-content/themes/cryptlight/assets/libs/icomoon/style.css	C:/Users/Dream/Desktop/pom/web.archive.org/web/20220914014813cs_/http_/proofofmemes.org/wp-content/themes/cryptlight/assets/libs/icomoon/style.css	(from https://web.archive.org/web/20220914010754/https://www.proofofmemes.org/)
00:27:46	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2026%20Nov%202023%2005:27:46%20GMT	https://web.archive.org/web/20220914010754cs_/http://proofofmemes.org/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.14.0	C:/Users/Dream/Desktop/pom/web.archive.org/web/20220914010754cs_/http_/proofofmemes.org/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.mine900.css	(from https://web.archive.org/web/20220914010754/https://www.proofofmemes.org/)
00:27:47	20160/20160	---MCZ	200	added ('OK')	text/css	date:Sun,%2026%20Nov%202023%2005:27:46%20GMT	https://web.archive.org/web/20220914022205cs_/http://proofofmemes.org/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.14.0	C:/Users/Dream/Desktop/pom/web.archive.org/web/20220914022205cs_/http_/proofofmemes.org/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.mine900.css	(from https://web.archive.org/web/20220914010754/https://www.proofofmemes.org/)
00:27:47	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2026%20Nov%202023%2005:27:46%20GMT	https://web.archive.org/web/20220914010754cs_/http://proofofmemes.org/wp-content/plugins/elementor/assets/css/frontend-lite.min.css?ver=3.5.6	C:/Users/Dream/Desktop/pom/web.archive.org/web/20220914010754cs_/http_/proofofmemes.org/wp-content/plugins/elementor/assets/css/frontend-lite.min10cb.css	(from https://web.archive.org/web/20220914010754/https://www.proofofmemes.org/)
00:27:47	99404/99404	---MCZ	200	added ('OK')	text/css	date:Sun,%2026%20Nov%202023%2005:27:47%20GMT	https://web.archive.org/web/20220914033904cs_/http://proofofmemes.org/wp-content/plugins/elementor/assets/css/frontend-lite.min.css?ver=3.5.6	C:/Users/Dream/Desktop/pom/web.archive.org/web/20220914033904cs_/http_/proofofmemes.org/wp-content/plugins/elementor/assets/css/frontend-lite.min10cb.css	(from https://web.archive.org/web/20220914010754/https://www.proofofmemes.org/)
00:27:47	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2026%20Nov%202023%2005:27:47%20GMT	https://web.archive.org/web/20220914010754cs_/http://proofofmemes.org/wp-content/uploads/elementor/css/post-6.css?ver=1647658284	C:/Users/Dream/Desktop/pom/web.archive.org/web/20220914010754cs_/http_/proofofmemes.org/wp-content/uploads/elementor/css/post-63f37.css	(from https://web.archive.org/web/20220914010754/https://www.proofofmemes.org/)
00:27:48	1509/1509	---MCZ	200	added ('OK')	text/css	date:Sun,%2026%20Nov%202023%2005:27:47%20GMT	https://web.archive.org/web/20220914022206cs_/http://proofofmemes.org/wp-content/uploads/elementor/css/post-6.css?ver=1647658284	C:/Users/Dream/Desktop/pom/web.archive.org/web/20220914022206cs_/http_/proofofmemes.org/wp-content/uploads/elementor/css/post-63f37.css	(from https://web.archive.org/web/20220914010754/https://www.proofofmemes.org/)
00:27:48	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2026%20Nov%202023%2005:27:47%20GMT	https://web.archive.org/web/20220914010754cs_/http://proofofmemes.org/wp-content/plugins/elementor-pro/assets/css/frontend-lite.min.css?ver=3.6.4	C:/Users/Dream/Desktop/pom/web.archive.org/web/20220914010754cs_/http_/proofofmemes.org/wp-content/plugins/elementor-pro/assets/css/frontend-lite.min5aed.css	(from https://web.archive.org/web/20220914010754/https://www.proofofmemes.org/)
00:27:48	11984/11984	---MCZ	200	added ('OK')	text/css	date:Sun,%2026%20Nov%202023%2005:27:48%20GMT	https://web.archive.org/web/20220914014820cs_/http://proofofmemes.org/wp-content/plugins/elementor-pro/assets/css/frontend-lite.min.css?ver=3.6.4	C:/Users/Dream/Desktop/pom/web.archive.org/web/20220914014820cs_/http_/proofofmemes.org/wp-content/plugins/elementor-pro/assets/css/frontend-lite.min5aed.css	(from https://web.archive.org/web/20220914010754/https://www.proofofmemes.org/)
00:27:48	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2026%20Nov%202023%2005:27:48%20GMT	https://web.archive.org/web/20220914010754cs_/http://proofofmemes.org/wp-content/plugins/ultimate-elementor/assets/min-css/uael-frontend.min.css?ver=1.36.4	C:/Users/Dream/Desktop/pom/web.archive.org/web/20220914010754cs_/http_/proofofmemes.org/wp-content/plugins/ultimate-elementor/assets/min-css/uael-frontend.min2cd3.css	(from https://web.archive.org/web/20220914010754/https://www.proofofmemes.org/)
00:27:49	627787/627787	---MCZ	200	added ('OK')	text/css	date:Sun,%2026%20Nov%202023%2005:27:48%20GMT	https://web.archive.org/web/20220915145625cs_/https://proofofmemes.org/wp-content/plugins/ultimate-elementor/assets/min-css/uael-frontend.min.css?ver=1.36.4	C:/Users/Dream/Desktop/pom/web.archive.org/web/20220915145625cs_/https_/proofofmemes.org/wp-content/plugins/ultimate-elementor/assets/min-css/uael-frontend.min2cd3.css	(from https://web.archive.org/web/20220914010754/https://www.proofofmemes.org/)
00:27:49	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2026%20Nov%202023%2005:27:48%20GMT	https://web.archive.org/web/20220914010754cs_/http://proofofmemes.org/wp-content/uploads/elementor/css/global.css?ver=1647658507	C:/Users/Dream/Desktop/pom/web.archive.org/web/20220914010754cs_/http_/proofofmemes.org/wp-content/uploads/elementor/css/globalcf88.css	(from https://web.archive.org/web/20220914010754/https://www.proofofmemes.org/)
00:27:49	61705/61705	---MCZ	200	added ('OK')	text/css	date:Sun,%2026%20Nov%202023%2005:27:48%20GMT	https://web.archive.org/web/20220914030128cs_/http://proofofmemes.org/wp-content/uploads/elementor/css/global.css?ver=1647658507	C:/Users/Dream/Desktop/pom/web.archive.org/web/20220914030128cs_/http_/proofofmemes.org/wp-content/uploads/elementor/css/globalcf88.css	(from https://web.archive.org/web/20220914010754/https://www.proofofmemes.org/)
00:27:49	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2026%20Nov%202023%2005:27:49%20GMT	https://web.archive.org/web/20220914010754cs_/http://proofofmemes.org/wp-content/uploads/elementor/css/post-8.css?ver=1663092398	C:/Users/Dream/Desktop/pom/web.archive.org/web/20220914010754cs_/http_/proofofmemes.org/wp-content/uploads/elementor/css/post-84c17.css	(from https://web.archive.org/web/20220914010754/https://www.proofofmemes.org/)
00:27:49	74800/74800	---MCZ	200	added ('OK')	text/css	date:Sun,%2026%20Nov%202023%2005:27:49%20GMT	https://web.archive.org/web/20220914022202cs_/http://proofofmemes.org/wp-content/uploads/elementor/css/post-8.css?ver=1663092398	C:/Users/Dream/Desktop/pom/web.archive.org/web/20220914022202cs_/http_/proofofmemes.org/wp-content/uploads/elementor/css/post-84c17.css	(from https://web.archive.org/web/20220914010754/https://www.proofofmemes.org/)
00:27:50	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2026%20Nov%202023%2005:27:49%20GMT	https://web.archive.org/web/20220914010754cs_/http://proofofmemes.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	C:/Users/Dream/Desktop/pom/web.archive.org/web/20220914010754cs_/http_/proofofmemes.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from https://web.archive.org/web/20220914010754/https://www.proofofmemes.org/)
00:27:50	58495/58495	---MCZ	200	added ('OK')	text/css	date:Sun,%2026%20Nov%202023%2005:27:49%20GMT	https://web.archive.org/web/20220914020646cs_/http://proofofmemes.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	C:/Users/Dream/Desktop/pom/web.archive.org/web/20220914020646cs_/http_/proofofmemes.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from https://web.archive.org/web/20220914010754/https://www.proofofmemes.org/)
00:27:50	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2026%20Nov%202023%2005:27:50%20GMT	https://web.archive.org/web/20220914010754cs_/http://proofofmemes.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3	C:/Users/Dream/Desktop/pom/web.archive.org/web/20220914010754cs_/http_/proofofmemes.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min52d5.css	(from https://web.archive.org/web/20220914010754/https://www.proofofmemes.org/)
00:27:50	1836/1836	---MCZ	200	added ('OK')	text/css	date:Sun,%2026%20Nov%202023%2005:27:50%20GMT	https://web.archive.org/web/20220914020350cs_/http://proofofmemes.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3	C:/Users/Dream/Desktop/pom/web.archive.org/web/20220914020350cs_/http_/proofofmemes.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min52d5.css	(from https://web.archive.org/web/20220914010754/https://www.proofofmemes.org/)
00:27:50	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2026%20Nov%202023%2005:27:50%20GMT	https://web.archive.org/web/20220914010754cs_/http://proofofmemes.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3	C:/Users/Dream/Desktop/pom/web.archive.org/web/20220914010754cs_/http_/proofofmemes.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min52d5.css	(from https://web.archive.org/web/20220914010754/https://www.proofofmemes.org/)
00:27:51	1839/1839	---MCZ	200	added ('OK')	text/css	date:Sun,%2026%20Nov%202023%2005:27:50%20GMT	https://web.archive.org/web/20220914014203cs_/http://proofofmemes.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3	C:/Users/Dream/Desktop/pom/web.archive.org/web/20220914014203cs_/http_/proofofmemes.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min52d5.css	(from https://web.archive.org/web/20220914010754/https://www.proofofmemes.org/)
00:27:51	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2026%20Nov%202023%2005:27:50%20GMT	https://web.archive.org/web/20220914010754cs_/http://proofofmemes.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.15.3	C:/Users/Dream/Desktop/pom/web.archive.org/web/20220914010754cs_/http_/proofofmemes.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min52d5.css	(from https://web.archive.org/web/20220914010754/https://www.proofofmemes.org/)
00:27:51	1841/1841	---MCZ	200	added ('OK')	text/css	date:Sun,%2026%20Nov%202023%2005:27:51%20GMT	https://web.archive.org/web/20220914014908cs_/http://proofofmemes.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.15.3	C:/Users/Dream/Desktop/pom/web.archive.org/web/20220914014908cs_/http_/proofofmemes.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min52d5.css	(from https://web.archive.org/web/20220914010754/https://www.proofofmemes.org/)
00:27:51	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2026%20Nov%202023%2005:27:51%20GMT	https://web.archive.org/web/20220914010754js_/http://proofofmemes.org/wp-includes/js/jquery/jquery.min.js?ver=3.6.0	C:/Users/Dream/Desktop/pom/web.archive.org/web/20220914010754js_/http_/proofofmemes.org/wp-includes/js/jquery/jquery.minaf6c.js	(from https://web.archive.org/web/20220914010754/https://www.proofofmemes.org/)
00:27:52	90865/90865	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2026%20Nov%202023%2005:27:51%20GMT	https://web.archive.org/web/20220915145622js_/https://proofofmemes.org/wp-includes/js/jquery/jquery.min.js?ver=3.6.0	C:/Users/Dream/Desktop/pom/web.archive.org/web/20220915145622js_/https_/proofofmemes.org/wp-includes/js/jquery/jquery.minaf6c.js	(from https://web.archive.org/web/20220914010754/https://www.proofofmemes.org/)
00:27:52	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2026%20Nov%202023%2005:27:51%20GMT	https://web.archive.org/web/20220914010754js_/http://proofofmemes.org/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	C:/Users/Dream/Desktop/pom/web.archive.org/web/20220914010754js_/http_/proofofmemes.org/wp-includes/js/jquery/jquery-migrate.mind617.js	(from https://web.archive.org/web/20220914010754/https://www.proofofmemes.org/)
00:27:52	12566/12566	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2026%20Nov%202023%2005:27:52%20GMT	https://web.archive.org/web/20220914014920js_/http://proofofmemes.org/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	C:/Users/Dream/Desktop/pom/web.archive.org/web/20220914014920js_/http_/proofofmemes.org/wp-includes/js/jquery/jquery-migrate.mind617.js	(from https://web.archive.org/web/20220914010754/https://www.proofofmemes.org/)
00:27:52	6476/6476	---M--	200	added ('OK')	image/png	date:Wed,%2022%20Nov%202023%2019:37:56%20GMT	https://web-static.archive.org/_static/images/toolbar/wayback-toolbar-logo-200.png	C:/Users/Dream/Desktop/pom/web-static.archive.org/_static/images/toolbar/wayback-toolbar-logo-200.png	(from https://web.archive.org/web/20220914010754/https://www.proofofmemes.org/)
00:27:52	291/291	---M--	200	added ('OK')	image/png	date:Wed,%2022%20Nov%202023%2019:40:06%20GMT	https://web-static.archive.org/_static/images/toolbar/wm_tb_prv_off.png	C:/Users/Dream/Desktop/pom/web-static.archive.org/_static/images/toolbar/wm_tb_prv_off.png	(from https://web.archive.org/web/20220914010754/https://www.proofofmemes.org/)
00:27:53	294/294	---M--	200	added ('OK')	image/png	date:Wed,%2022%20Nov%202023%2019:39:00%20GMT	https://web-static.archive.org/_static/images/toolbar/wm_tb_nxt_on.png	C:/Users/Dream/Desktop/pom/web-static.archive.org/_static/images/toolbar/wm_tb_nxt_on.png	(from https://web.archive.org/web/20220914010754/https://www.proofofmemes.org/)
00:27:53	707/707	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2026%20Nov%202023%2005:27:52%20GMT	http://archiveteam.org/images/e/e6/Archiveteam.jpg	C:/Users/Dream/Desktop/pom/archiveteam.org/images/e/e6/Archiveteam.33.delayed	(from https://web.archive.org/web/20220914010754/https://www.proofofmemes.org/)
00:27:54	683/683	---M--	302	error ('Found')	text/html	date:Sun,%2026%20Nov%202023%2005:27:52%20GMT	https://archiveteam.org/images/e/e6/Archiveteam.jpg	C:/Users/Dream/Desktop/pom/archiveteam.org/images/e/e6/Archiveteam.34.delayed	(from https://web.archive.org/web/20220914010754/https://www.proofofmemes.org/)
00:27:54	707/707	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2026%20Nov%202023%2005:27:53%20GMT	http://wiki.archiveteam.org/images/e/e6/Archiveteam.jpg	C:/Users/Dream/Desktop/pom/wiki.archiveteam.org/images/e/e6/Archiveteam.35.delayed	(from https://web.archive.org/web/20220914010754/https://www.proofofmemes.org/)
00:27:55	21834/21834	---M-Z	404	error ('Not%20Found')	text/html	date:Sun,%2026%20Nov%202023%2005:27:54%20GMT	https://wiki.archiveteam.org/e/e6/Archiveteam.jpg	C:/Users/Dream/Desktop/pom/wiki.archiveteam.org/e/e6/Archiveteam.36.delayed	(from https://web.archive.org/web/20220914010754/https://www.proofofmemes.org/)
00:27:56	913/913	---M--	200	added ('OK')	image/gif	date:Wed,%2022%20Nov%202023%2019:39:07%20GMT	https://web-static.archive.org/_static/images/loading.gif	C:/Users/Dream/Desktop/pom/web-static.archive.org/_static/images/loading.gif	(from https://web.archive.org/web/20220914010754/https://www.proofofmemes.org/)
00:27:56	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2026%20Nov%202023%2005:27:56%20GMT	https://web.archive.org/web/20220914010754im_/http://proofofmemes.org/wp-content/uploads/2022/09/Picsart_22-09-13_16-19-02-732-modified.png	C:/Users/Dream/Desktop/pom/web.archive.org/web/20220914010754im_/http_/proofofmemes.org/wp-content/uploads/2022/09/Picsart_22-09-13_16-19-02-732-modified.38.delayed	(from https://web.archive.org/web/20220914010754/https://www.proofofmemes.org/)
00:27:57	596799/596799	---M--	200	added ('OK')	image/png	date:Sun,%2026%20Nov%202023%2005:27:56%20GMT	https://web.archive.org/web/20220914015641im_/http://proofofmemes.org/wp-content/uploads/2022/09/Picsart_22-09-13_16-19-02-732-modified.png	C:/Users/Dream/Desktop/pom/web.archive.org/web/20220914015641im_/http_/proofofmemes.org/wp-content/uploads/2022/09/Picsart_22-09-13_16-19-02-732-modified.png	(from https://web.archive.org/web/20220914010754/https://www.proofofmemes.org/)
00:27:57	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2026%20Nov%202023%2005:27:56%20GMT	https://web.archive.org/web/20220914010754im_/http://proofofmemes.org/wp-content/uploads/2022/03/5a521fb92f93c7a8d5137fd1-1024x257.png	C:/Users/Dream/Desktop/pom/web.archive.org/web/20220914010754im_/http_/proofofmemes.org/wp-content/uploads/2022/03/5a521fb92f93c7a8d5137fd1-1024x257.3a.delayed	(from https://web.archive.org/web/20220914010754/https://www.proofofmemes.org/)
00:27:57	36681/36681	---M--	200	added ('OK')	image/png	date:Sun,%2026%20Nov%202023%2005:27:57%20GMT	https://web.archive.org/web/20220914014815im_/http://proofofmemes.org/wp-content/uploads/2022/03/5a521fb92f93c7a8d5137fd1-1024x257.png	C:/Users/Dream/Desktop/pom/web.archive.org/web/20220914014815im_/http_/proofofmemes.org/wp-content/uploads/2022/03/5a521fb92f93c7a8d5137fd1-1024x257.png	(from https://web.archive.org/web/20220914010754/https://www.proofofmemes.org/)
